Node ID,Node Title,Centrality Authority/resource x resource,Centrality Betweenness/resource x resource,Centrality Betweenness/resource x resource/[unscaled],Clique Count/resource x resource,Centrality Closeness/resource x resource,Centrality Closeness/resource x resource/[unscaled],Density Clustering Coefficient/resource x resource,Centrality Eigenvector/resource x resource,Centrality Eigenvector/resource x resource/[unscaled],Centrality Eigenvector Per Component/resource x resource,Centrality Hub/resource x resource,Centrality In-Closeness/resource x resource,Centrality In-Closeness/resource x resource/[unscaled],Centrality In Degree/resource x resource,Centrality In Degree/resource x resource/[unscaled],Centrality Information/resource x resource,Centrality Information/resource x resource/[unscaled],Centrality Inverse Closeness/resource x resource,Centrality Inverse Closeness/resource x resource/[unscaled],Centrality Out Degree/resource x resource,Centrality Out Degree/resource x resource/[unscaled],Simmelian Ties/resource x resource,Simmelian Ties/resource x resource/[unscaled],Centrality Total Degree/resource x resource,Centrality Total Degree/resource x resource/[unscaled],Component Members Weak/resource x resource,
90,blogs.salon.com/0003364,0.0160,0.0002,403.4987,174.0000,0.0019,0.0000,0.3415,0.0613,0.0433,0.0355,0.0943,0.0021,0.0000,0.0054,8.0000,0.0013,3.5965,0.2309,343.8825,0.0268,40.0000,0.0034,5.0000,0.0161,48.0000,1.0000,
91,blogs.salon.com/0004024,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,
92,blogslut.com,0.0003,0.0000,16.7333,1.0000,0.0019,0.0000,0.0625,0.0032,0.0022,0.0018,0.0050,0.0021,0.0000,0.0007,1.0000,0.0006,1.7067,0.1985,295.6271,0.0020,3.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
93,blosteam.blogspot.com,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.1875,0.0062,0.0044,0.0036,0.0109,0.0007,0.0000,0.0000,0.0000,0.0007,1.9894,0.1846,274.9273,0.0027,4.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
94,blotts.org/polilog,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0000,
95,bluegrassroots.blogspot.com,0.0050,0.0000,1.7806,4.0000,0.0019,0.0000,0.3469,0.0085,0.0060,0.0049,0.0071,0.0021,0.0000,0.0013,2.0000,0.0008,2.2081,0.1907,284.0151,0.0034,5.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
96,bluelemur.com,0.0097,0.0000,0.0000,3.0000,0.0007,0.0000,0.0178,0.0058,0.0041,0.0034,0.0000,0.0021,0.0000,0.0101,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,15.0000,1.0000,
97,blueoregon.com,0.0110,0.0000,0.9004,4.0000,0.0019,0.0000,0.3878,0.0100,0.0071,0.0058,0.0026,0.0021,0.0000,0.0040,6.0000,0.0003,0.7958,0.1657,246.6538,0.0007,1.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
98,bluestateredstate.blogspot.com,0.0001,0.0000,5.6522,2.0000,0.0019,0.0000,0.2800,0.0067,0.0047,0.0039,0.0114,0.0021,0.0000,0.0007,1.0000,0.0007,1.9895,0.1830,272.5345,0.0027,4.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
99,bodyandsoul.typepad.com,0.1547,0.0064,14134.9375,15378.0000,0.0019,0.0000,0.2065,0.1573,0.1112,0.0912,0.1735,0.0021,0.0000,0.0577,86.0000,0.0014,3.7906,0.2815,419.1329,0.0644,96.0000,0.0322,48.0000,0.0611,182.0000,1.0000,
100,boffo.typepad.com,0.0112,0.0002,431.9100,96.0000,0.0019,0.0000,0.3232,0.0486,0.0344,0.0282,0.0699,0.0021,0.0000,0.0040,6.0000,0.0013,3.5065,0.2332,347.1659,0.0208,31.0000,0.0020,3.0000,0.0124,37.0000,1.0000,
101,boloboffin.blogspot.com,0.0095,0.0009,2079.6133,747.0000,0.0019,0.0000,0.2435,0.0818,0.0579,0.0475,0.1225,0.0021,0.0000,0.0027,4.0000,0.0014,3.7195,0.2599,386.9826,0.0416,62.0000,0.0027,4.0000,0.0222,66.0000,1.0000,
102,bopnews.com,0.1007,0.0001,234.0467,306.0000,0.0019,0.0000,0.1595,0.0674,0.0477,0.0391,0.0090,0.0021,0.0000,0.0416,62.0000,0.0007,1.9655,0.1709,254.4039,0.0027,4.0000,0.0000,0.0000,0.0222,66.0000,1.0000,
103,boston.com/news/blogs/dnc,0.0000,0.0000,0.0000,4.0000,0.0019,0.0000,0.1111,0.0037,0.0026,0.0022,0.0040,0.0007,0.0000,0.0000,0.0000,0.0009,2.3847,0.1833,272.9798,0.0040,6.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
104,bowles2004.com/weblog,0.0009,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0005,0.0003,0.0003,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
105,boycottsbg.com,0.0007,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0004,0.0003,0.0002,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
106,bradcarson.com/blog,0.0007,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0004,0.0003,0.0002,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
107,bradfriedman.com/bradblog,0.0044,0.0000,0.0000,1.0000,0.0007,0.0000,0.3333,0.0035,0.0024,0.0020,0.0000,0.0021,0.0000,0.0020,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
108,brianhull.net,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.0000,
109,brilliantatbreakfast.blogspot.com,0.0215,0.0007,1513.4307,276.0000,0.0019,0.0000,0.2985,0.0611,0.0432,0.0354,0.0773,0.0021,0.0000,0.0081,12.0000,0.0013,3.5720,0.2392,356.1661,0.0248,37.0000,0.0040,6.0000,0.0164,49.0000,1.0000,
110,browncross.com/usualsuspects,0.0011,0.0000,0.0000,1.0000,0.0019,0.0000,0.2500,0.0025,0.0018,0.0014,0.0037,0.0021,0.0000,0.0007,1.0000,0.0005,1.3139,0.1778,264.7938,0.0013,2.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
111,brunon.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.0000,
112,bryan08.tk,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0000,
113,btcnews.com/btcnews,0.0029,0.0000,2.8148,15.0000,0.0019,0.0000,0.3490,0.0332,0.0235,0.0193,0.0502,0.0021,0.0000,0.0007,1.0000,0.0012,3.2442,0.2179,324.4323,0.0121,18.0000,0.0000,0.0000,0.0064,19.0000,1.0000,
114,bullmooseblog.com,0.0367,0.0000,37.0166,46.0000,0.0019,0.0000,0.1600,0.0301,0.0213,0.0174,0.0100,0.0021,0.0000,0.0195,29.0000,0.0007,1.9037,0.1645,245.0110,0.0027,4.0000,0.0020,3.0000,0.0111,33.0000,1.0000,
115,burntorangereport.com,0.0584,0.0034,7637.4604,204.0000,0.0019,0.0000,0.1522,0.0620,0.0438,0.0360,0.0502,0.0021,0.0000,0.0268,40.0000,0.0013,3.4750,0.2417,359.9157,0.0195,29.0000,0.0034,5.0000,0.0232,69.0000,1.0000,
116,bushlies.net/pages/10/index.htm,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0005,0.0003,0.0003,0.0010,0.0007,0.0000,0.0000,0.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
117,bushmisunderestimated.blogspot.com,0.0000,0.0000,0.0000,28.0000,0.0019,0.0000,0.1760,0.0292,0.0207,0.0169,0.0470,0.0007,0.0000,0.0000,0.0000,0.0013,3.4167,0.2369,352.6989,0.0168,25.0000,0.0000,0.0000,0.0084,25.0000,1.0000,
118,busybusybusy.com,0.0942,0.0023,4998.9370,6773.0000,0.0019,0.0000,0.2749,0.1231,0.0870,0.0714,0.1550,0.0021,0.0000,0.0315,47.0000,0.0014,3.7639,0.2628,391.2498,0.0537,80.0000,0.0208,31.0000,0.0426,127.0000,1.0000,
119,buzzmachine.com,0.0728,0.0041,9128.3945,892.0000,0.0019,0.0000,0.1170,0.0724,0.0512,0.0420,0.0655,0.0021,0.0000,0.0503,75.0000,0.0013,3.5625,0.2475,368.4825,0.0248,37.0000,0.0094,14.0000,0.0376,112.0000,1.0000,
120,cadat.nl,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,
121,carpetblogger.com,0.0000,0.0000,0.0000,8.0000,0.0019,0.0000,0.2700,0.0133,0.0094,0.0077,0.0223,0.0007,0.0000,0.0000,0.0000,0.0011,2.8355,0.1924,286.4771,0.0067,10.0000,0.0000,0.0000,0.0034,10.0000,1.0000,
122,catchingsmoke.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.0000,
123,cbaker.org/blog,0.0013,0.0000,9.4880,6.0000,0.0019,0.0000,0.2500,0.0099,0.0070,0.0057,0.0160,0.0021,0.0000,0.0013,2.0000,0.0009,2.3848,0.1798,267.7704,0.0040,6.0000,0.0000,0.0000,0.0027,8.0000,1.0000,
124,cemonitor.blogspot.com,0.0027,0.0005,1041.3055,33.0000,0.0019,0.0000,0.2164,0.0352,0.0249,0.0204,0.0479,0.0021,0.0000,0.0007,1.0000,0.0013,3.4674,0.2253,335.4656,0.0188,28.0000,0.0000,0.0000,0.0097,29.0000,1.0000,
125,centerpiece.blogspot.com,0.0000,0.0000,0.0000,3.0000,0.0019,0.0000,0.4722,0.0131,0.0093,0.0076,0.0223,0.0007,0.0000,0.0000,0.0000,0.0009,2.3848,0.1998,297.5652,0.0040,6.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
126,chak.org/blog,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.0000,
127,changeforamerica.com/blog,0.0108,0.0000,0.0000,7.0000,0.0007,0.0000,0.1481,0.0078,0.0055,0.0045,0.0000,0.0021,0.0000,0.0060,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,9.0000,1.0000,
128,charleypatton.blogspot.com,0.0001,0.0000,1.7000,0.0000,0.0007,0.0000,0.0000,0.0004,0.0003,0.0002,0.0007,0.0021,0.0000,0.0007,1.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
129,charlineandjamie.com/dotnetweb01a/blogdisplay.aspx?logname=jamie&#38;logcatid=48,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0002,0.0001,0.0001,0.0004,0.0007,0.0000,0.0000,0.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
130,chepooka.com,0.0148,0.0001,287.0649,15.0000,0.0019,0.0000,0.1049,0.0118,0.0083,0.0068,0.0056,0.0021,0.0000,0.0101,15.0000,0.0006,1.7060,0.1852,275.7767,0.0020,3.0000,0.0000,0.0000,0.0060,18.0000,1.0000,
131,chestnut_tree.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.0000,
132,chiron.typepad.com,0.0000,0.0000,0.0000,19.0000,0.0019,0.0000,0.1175,0.0228,0.0161,0.0132,0.0395,0.0007,0.0000,0.0000,0.0000,0.0012,3.3038,0.2271,338.1013,0.0134,20.0000,0.0000,0.0000,0.0067,20.0000,1.0000,
133,churchofcriticalthinking.com,0.0033,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0023,0.0016,0.0014,0.0000,0.0021,0.0000,0.0013,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
134,civicactions.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0000,
135,cjh9999.blog-city.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.0000,
136,clarified.blogspot.com,0.0079,0.0003,583.2123,6.0000,0.0019,0.0000,0.1488,0.0072,0.0051,0.0042,0.0038,0.0021,0.0000,0.0040,6.0000,0.0009,2.3824,0.1971,293.4936,0.0040,6.0000,0.0000,0.0000,0.0040,12.0000,1.0000,
137,claudialong.com/blog,0.0052,0.0000,0.5558,101.0000,0.0019,0.0000,0.4144,0.0490,0.0347,0.0284,0.0745,0.0021,0.0000,0.0013,2.0000,0.0013,3.4957,0.2273,338.4158,0.0201,30.0000,0.0013,2.0000,0.0107,32.0000,1.0000,
138,cleancutkid.com,0.0000,0.0004,957.9999,12.0000,0.0019,0.0000,0.5000,0.0245,0.0173,0.0142,0.0384,0.0007,0.0000,0.0007,1.0000,0.0011,3.0342,0.2061,306.8487,0.0094,14.0000,0.0000,0.0000,0.0050,15.0000,1.0000,
139,cnle.net,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,
140,collegedems.com/blog,0.0160,0.0006,1434.9161,217.0000,0.0019,0.0000,0.2588,0.0624,0.0442,0.0362,0.0863,0.0021,0.0000,0.0128,19.0000,0.0013,3.5498,0.2277,339.0324,0.0235,35.0000,0.0013,2.0000,0.0181,54.0000,1.0000,
141,conniptions.net,0.0024,0.0000,0.3531,1.0000,0.0007,0.0000,0.2222,0.0019,0.0014,0.0011,0.0010,0.0021,0.0000,0.0013,2.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0010,3.0000,1.0000,
142,conservativessuck.blogspot.com,0.0040,0.0000,94.5312,1.0000,0.0019,0.0000,0.1389,0.0075,0.0053,0.0043,0.0081,0.0021,0.0000,0.0013,2.0000,0.0009,2.3803,0.2336,347.7990,0.0040,6.0000,0.0000,0.0000,0.0027,8.0000,1.0000,
143,contrapositive.blogspot.com,0.0041,0.0000,0.6014,2.0000,0.0019,0.0000,0.4400,0.0104,0.0073,0.0060,0.0129,0.0021,0.0000,0.0013,2.0000,0.0006,1.7062,0.1902,283.2081,0.0020,3.0000,0.0000,0.0000,0.0017,5.0000,1.0000,
144,corrente.blogspot.com,0.1299,0.0074,16395.5527,10079.0000,0.0019,0.0000,0.1943,0.1489,0.1053,0.0863,0.1689,0.0021,0.0000,0.0483,72.0000,0.0014,3.8074,0.2821,420.0495,0.0711,106.0000,0.0289,43.0000,0.0598,178.0000,1.0000,
145,counterspin.blogspot.com,0.0607,0.0000,0.0000,40.0000,0.0007,0.0000,0.2415,0.0421,0.0297,0.0244,0.0000,0.0021,0.0000,0.0221,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,33.0000,1.0000,
146,courtney5.us/drew,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.0000,
147,crankylittleblog.blogspot.com,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.2500,0.0094,0.0066,0.0055,0.0170,0.0007,0.0000,0.0000,0.0000,0.0009,2.3848,0.1921,285.9772,0.0040,6.0000,0.0000,0.0000,0.0020,6.0000,1.0000,
148,crapiscommon.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.0000,
149,criticalviewer.com,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.3061,0.0136,0.0096,0.0079,0.0231,0.0007,0.0000,0.0000,0.0000,0.0009,2.5283,0.1961,291.9843,0.0047,7.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
150,crookedtimber.org,0.1665,0.0078,17284.5781,4713.0000,0.0019,0.0000,0.1769,0.1337,0.0945,0.0775,0.0876,0.0021,0.0000,0.0671,100.0000,0.0013,3.6266,0.2580,384.1493,0.0315,47.0000,0.0161,24.0000,0.0493,147.0000,1.0000,
151,crooksandliars.com,0.0017,0.0000,7.4213,36.0000,0.0019,0.0000,0.2817,0.0361,0.0256,0.0210,0.0576,0.0021,0.0000,0.0007,1.0000,0.0013,3.3759,0.2263,336.8990,0.0154,23.0000,0.0000,0.0000,0.0081,24.0000,1.0000,
152,dailyblatt.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0010,0.0007,0.0006,0.0014,0.0007,0.0000,0.0000,0.0000,0.0005,1.3287,0.1667,248.2051,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
153,dailyblurb.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0000,
154,dailyhowler.com,0.1308,0.0000,0.0000,520.0000,0.0007,0.0000,0.1616,0.0876,0.0619,0.0508,0.0000,0.0021,0.0000,0.0537,80.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0269,80.0000,1.0000,
155,dailykos.com,0.3211,0.0248,54981.9727,18501.0000,0.0019,0.0000,0.0500,0.2323,0.1642,0.1347,0.0974,0.0021,0.0000,0.2262,337.0000,0.0013,3.5734,0.2337,347.9991,0.0309,46.0000,0.0201,30.0000,0.1286,383.0000,1.0000,
156,dailywarnews.blogspot.com,0.0350,0.0025,5441.9497,102.0000,0.0019,0.0000,0.1735,0.0477,0.0337,0.0277,0.0540,0.0021,0.0000,0.0174,26.0000,0.0012,3.3314,0.2347,349.4490,0.0148,22.0000,0.0020,3.0000,0.0161,48.0000,1.0000,
157,damntheman.net,0.0024,0.0000,2.8938,8.0000,0.0019,0.0000,0.4050,0.0178,0.0126,0.0103,0.0269,0.0021,0.0000,0.0013,2.0000,0.0010,2.7489,0.2038,303.4915,0.0060,9.0000,0.0000,0.0000,0.0037,11.0000,1.0000,
158,dashnier.blogspot.com,0.0009,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0004,0.0003,0.0002,0.0000,0.0007,0.0000,0.0007,1.0000,0.0003,0.7715,0.1578,234.9896,0.0007,1.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
159,davidsirota.com,0.0507,0.0002,372.7422,46.0000,0.0019,0.0000,0.2309,0.0374,0.0264,0.0217,0.0156,0.0021,0.0000,0.0181,27.0000,0.0006,1.6786,0.1959,291.7080,0.0020,3.0000,0.0013,2.0000,0.0101,30.0000,1.0000,
160,dawnofnewamerica.blogspot.com,0.0004,0.0002,520.8457,16.0000,0.0019,0.0000,0.0803,0.0136,0.0096,0.0079,0.0221,0.0021,0.0000,0.0020,3.0000,0.0012,3.2353,0.2181,324.7915,0.0121,18.0000,0.0013,2.0000,0.0070,21.0000,1.0000,
161,deanocrats.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,
162,deathpenaltyusa.blogspot.com,0.0171,0.0008,1881.8500,18.0000,0.0019,0.0000,0.3550,0.0278,0.0197,0.0161,0.0367,0.0021,0.0000,0.0060,9.0000,0.0012,3.2376,0.2192,326.4324,0.0121,18.0000,0.0040,6.0000,0.0091,27.0000,1.0000,
163,debunker.net,0.0000,0.0000,0.0000,2.0000,0.0019,0.0000,0.3125,0.0048,0.0034,0.0028,0.0086,0.0007,0.0000,0.0000,0.0000,0.0007,1.9894,0.1778,264.7106,0.0027,4.0000,0.0000,0.0000,0.0013,4.0000,1.0000,
164,decksitters.my-expressions.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0000,
165,dedspace.blogspot.com,0.0043,0.0001,257.9419,15.0000,0.0019,0.0000,0.1975,0.0202,0.0143,0.0117,0.0258,0.0021,0.0000,0.0034,5.0000,0.0012,3.2022,0.2303,342.9323,0.0114,17.0000,0.0000,0.0000,0.0074,22.0000,1.0000,
166,delraysteve.com/blog,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0028,0.0020,0.0017,0.0055,0.0007,0.0000,0.0000,0.0000,0.0003,0.7984,0.1534,228.3824,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
167,demagogue.blogspot.com,0.0636,0.0030,6710.2729,728.0000,0.0019,0.0000,0.2707,0.0733,0.0519,0.0425,0.0806,0.0021,0.0000,0.0215,32.0000,0.0013,3.6066,0.2579,384.0327,0.0282,42.0000,0.0107,16.0000,0.0248,74.0000,1.0000,
168,demleft.blogspot.com,0.0112,0.0006,1420.7854,49.0000,0.0019,0.0000,0.2589,0.0299,0.0211,0.0173,0.0377,0.0021,0.0000,0.0060,9.0000,0.0013,3.3911,0.2244,334.1493,0.0161,24.0000,0.0027,4.0000,0.0111,33.0000,1.0000,
169,democrants.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,
170,democraticunderground.com,0.0706,0.0027,5972.9067,139.0000,0.0019,0.0000,0.0471,0.0541,0.0382,0.0313,0.0180,0.0021,0.0000,0.0604,90.0000,0.0008,2.1460,0.1919,285.7843,0.0034,5.0000,0.0000,0.0000,0.0319,95.0000,1.0000,
171,democratreport.blogspot.com,0.0001,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0021,0.0000,0.0007,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
172,democrats.org/blog,0.1042,0.0023,5065.1226,2442.0000,0.0019,0.0000,0.2093,0.1031,0.0729,0.0598,0.0909,0.0021,0.0000,0.0443,66.0000,0.0013,3.5493,0.2264,337.0991,0.0242,36.0000,0.0101,15.0000,0.0342,102.0000,1.0000,
173,democratvoice.org,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,1.0000,
174,demoliberal.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.0000,
175,dems2000.net,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0040,0.0029,0.0023,0.0077,0.0007,0.0000,0.0000,0.0000,0.0005,1.3286,0.1538,229.0491,0.0013,2.0000,0.0000,0.0000,0.0007,2.0000,1.0000,
176,dems2004.com/blog,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.0000,
177,dems2004.org/blog,0.0000,0.0000,0.0000,79.0000,0.0019,0.0000,0.2507,0.0452,0.0320,0.0262,0.0655,0.0007,0.0000,0.0000,0.0000,0.0013,3.5842,0.2307,343.4420,0.0255,38.0000,0.0000,0.0000,0.0128,38.0000,1.0000,
178,denisdekat.com,0.0011,0.0000,1.4426,3.0000,0.0019,0.0000,0.3056,0.0094,0.0066,0.0054,0.0153,0.0021,0.0000,0.0007,1.0000,0.0009,2.3794,0.1996,297.1818,0.0040,6.0000,0.0000,0.0000,0.0023,7.0000,1.0000,
179,dewar.journalspace.com,0.0001,0.0006,1435.9888,5.0000,0.0019,0.0000,0.0909,0.0094,0.0066,0.0054,0.0137,0.0021,0.0000,0.0013,2.0000,0.0010,2.7465,0.1996,297.2676,0.0060,9.0000,0.0000,0.0000,0.0037,11.0000,1.0000,
180,digbysblog.blogspot.com,0.1884,0.0136,30129.5488,15484.0000,0.0019,0.0000,0.1775,0.1667,0.1179,0.0967,0.1462,0.0021,0.0000,0.0792,118.0000,0.0014,3.7272,0.2675,398.2999,0.0477,71.0000,0.0282,42.0000,0.0634,189.0000,1.0000,
181,digestiblenews.blogspot.com,0.0099,0.0005,1175.1263,162.0000,0.0019,0.0000,0.2369,0.0513,0.0363,0.0298,0.0690,0.0021,0.0000,0.0054,8.0000,0.0013,3.6214,0.2398,356.9994,0.0289,43.0000,0.0040,6.0000,0.0171,51.0000,1.0000,
182,digital-democrat.blogspot.com,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0007,0.0000,0.0000,0.0000,0.0003,0.7983,0.0007,1.0000,0.0007,1.0000,0.0000,0.0000,0.0003,1.0000,35.0000,
